carat,cut,color,clarity,depth,table,price,x,y,z
1.24,Very Good,G,SI1,61.8,58.0,7106,6.9,6.96,4.28
0.31,Ideal,I,VS1,61.3,54.0,502,4.39,4.46,2.7
0.78,Good,H,VS2,63.7,60.0,2440,5.77,5.73,3.66
0.39,Ideal,G,VVS1,62.4,53.6,1008,4.65,4.7,2.92
0.23,Ideal,E,VS1,61.5,54.0,586,3.96,3.97,2.44
1.63,Good,I,SI1,63.7,58.0,9730,7.48,7.4,4.74
1.59,Fair,I,SI2,65.2,58.0,7080,7.28,7.24,4.73
0.71,Very Good,D,VS2,63.0,58.0,3096,5.65,5.68,3.57
0.35,Ideal,G,VVS1,61.7,56.0,887,4.54,4.57,2.81
1.09,Good,H,VVS2,58.8,61.0,6651,6.72,6.78,3.97
1.05,Very Good,G,SI2,62.6,62.0,4516,6.45,6.49,4.05
0.61,Very Good,D,VVS2,59.6,57.0,2763,5.56,5.58,3.32
0.3,Very Good,H,SI1,61.6,62.0,421,4.24,4.3,2.63
0.41,Very Good,G,SI1,60.4,58.0,735,4.77,4.84,2.9
1.7,Ideal,I,SI2,60.7,59.0,8743,7.69,7.64,4.65
0.84,Premium,G,SI2,62.6,58.0,2573,6.01,5.98,3.75
0.3,Good,H,VS1,63.3,56.0,526,4.26,4.3,2.71
0.81,Ideal,E,VS1,61.6,55.0,4764,5.96,6.02,3.69
0.67,Premium,H,VVS2,60.6,61.0,2171,5.65,5.61,3.41
0.36,Ideal,D,SI1,62.1,56.0,851,4.58,4.53,2.83
0.41,Very Good,E,SI1,63.2,57.0,667,4.69,4.74,2.98
0.81,Ideal,E,SI2,60.1,57.0,3013,6.07,6.1,3.66
0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5
0.97,Very Good,G,SI1,60.2,61.0,4140,6.4,6.46,3.87
1.51,Ideal,J,VVS2,61.4,59.0,9334,7.34,7.39,4.52
0.53,Very Good,E,VS2,60.1,60.0,1612,5.21,5.28,3.15
0.42,Ideal,F,SI1,61.6,55.0,838,4.85,4.83,2.98
0.3,Very Good,F,VS2,62.7,58.0,605,4.25,4.3,2.68
1.79,Premium,G,VS2,61.2,58.0,17358,7.9,7.82,4.81
1.01,Premium,F,VS2,60.7,60.0,6159,6.51,6.58,3.97
1.01,Very Good,I,SI2,63.2,58.0,3309,6.34,6.31,4.0
2.0,Premium,I,SI2,60.7,61.0,13820,8.09,8.03,4.89
0.71,Premium,E,VS2,62.7,58.0,2776,5.74,5.68,3.58
1.53,Very Good,I,VS1,59.3,58.0,9823,7.5,7.54,4.46
0.41,Ideal,D,SI1,60.8,57.0,1015,4.84,4.8,2.93
0.9,Ideal,J,IF,62.2,57.0,3677,6.17,6.14,3.83
0.83,Premium,G,SI2,61.6,57.0,2749,6.06,6.02,3.72
0.32,Very Good,D,SI2,63.4,56.0,612,4.38,4.36,2.77
0.41,Ideal,G,VS2,61.4,59.0,1042,4.78,4.76,2.93
0.3,Premium,D,SI1,62.5,59.0,520,4.26,4.22,2.65
0.57,Ideal,H,VS1,61.3,55.1,1720,5.34,5.42,3.29
2.04,Ideal,H,SI2,61.5,57.0,16800,8.15,8.18,5.02
1.09,Ideal,H,SI1,62.4,55.0,4871,6.68,6.59,4.14
0.71,Very Good,E,VS1,63.7,58.0,3009,5.63,5.68,3.6
1.51,Very Good,F,VVS2,58.0,65.0,16613,7.58,7.62,4.41
1.68,Good,E,I1,64.3,60.0,5765,7.44,7.48,4.8
1.02,Very Good,D,SI1,62.7,60.0,5709,6.34,6.39,3.99
0.36,Ideal,D,SI1,61.3,56.0,636,4.61,4.65,2.84
0.32,Very Good,G,SI1,60.9,56.0,477,4.41,4.45,2.7
0.32,Very Good,D,SI1,62.3,55.0,589,4.38,4.42,2.74
1.23,Ideal,I,SI2,62.3,55.0,4773,6.85,6.82,4.26
1.82,Premium,G,SI1,62.7,58.0,15162,7.75,7.68,4.84
1.0,Ideal,G,VVS2,61.1,58.0,9294,6.43,6.47,3.94
1.02,Ideal,F,VVS2,62.3,58.0,9598,6.42,6.45,4.01
1.1,Premium,E,SI2,59.1,60.0,4967,6.77,6.7,3.98
0.3,Ideal,G,IF,62.6,57.0,895,4.28,4.32,2.69
1.01,Premium,E,SI1,62.4,58.0,4399,6.37,6.42,3.99
0.3,Ideal,F,SI1,61.4,55.0,475,4.34,4.36,2.67
1.24,Ideal,H,SI1,61.3,57.0,6254,6.95,6.89,4.24
0.37,Very Good,F,SI1,62.4,59.0,616,4.56,4.6,2.86
0.41,Ideal,F,VVS2,61.9,55.0,1115,4.78,4.79,2.96
1.5,Very Good,D,SI2,64.0,56.0,10730,7.17,7.23,4.61
0.5,Ideal,E,VS2,61.4,55.0,1614,5.12,5.14,3.15
0.35,Ideal,H,SI1,60.8,56.0,523,4.58,4.6,2.79
0.51,Premium,E,SI2,61.7,58.0,1265,5.14,5.07,3.15
1.06,Very Good,G,VS1,63.0,56.0,6863,6.47,6.51,4.09
1.0,Ideal,J,SI1,59.2,62.0,3929,6.47,6.5,3.84
0.7,Very Good,F,VVS2,62.5,58.0,3247,5.63,5.67,3.53
0.71,Very Good,I,VS1,62.2,59.0,2432,5.7,5.74,3.56
0.31,Ideal,F,VS2,61.9,55.0,757,4.37,4.39,2.71
0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74
0.3,Very Good,G,VS2,62.6,62.0,491,4.21,4.25,2.65
0.74,Fair,G,VVS2,65.2,58.0,2959,5.7,5.6,3.69
0.66,Premium,F,SI1,60.6,58.0,1802,5.69,5.63,3.43
0.42,Ideal,I,SI1,61.6,55.0,690,4.83,4.85,2.98
0.34,Premium,I,VS1,61.0,60.0,689,4.51,4.48,2.74
0.35,Good,F,SI1,63.6,54.0,748,4.52,4.51,2.87
0.78,Ideal,G,SI1,62.2,55.0,3267,5.87,5.9,3.66
1.47,Very Good,G,VS2,62.7,56.0,11060,7.15,7.18,4.49
0.71,Good,I,SI1,60.0,64.0,1774,5.79,5.71,3.45
0.7,Ideal,G,VS1,61.7,56.0,2972,5.64,5.71,3.5
1.04,Premium,H,SI2,61.5,59.0,4368,6.54,6.51,4.01
1.56,Ideal,G,SI1,61.2,56.0,11522,7.49,7.51,4.59
0.4,Ideal,H,SI1,61.3,57.0,705,4.77,4.79,2.93
2.11,Very Good,E,SI2,62.4,61.0,17871,8.1,8.19,5.08
0.42,Ideal,G,VS1,61.8,56.0,984,4.84,4.8,2.98
1.03,Premium,E,VS1,62.4,58.0,7778,6.41,6.5,4.03
0.3,Premium,E,SI1,62.4,58.0,675,4.28,4.24,2.66
0.4,Ideal,I,VVS1,61.0,56.0,849,4.79,4.81,2.93
0.33,Ideal,H,SI2,61.2,54.0,448,4.45,4.5,2.74
1.02,Ideal,H,VVS2,62.1,55.0,6797,6.5,6.46,4.02
1.23,Ideal,F,VS2,62.4,54.0,10342,6.84,6.87,4.28
0.32,Premium,H,VVS2,61.0,58.0,828,4.44,4.41,2.7
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52
0.71,Ideal,E,VS2,62.0,57.0,3191,5.71,5.74,3.55
1.48,Premium,I,SI2,61.3,58.0,7086,7.39,7.32,4.51
1.5,Good,F,SI1,63.4,58.0,10766,7.16,7.2,4.55
1.3,Ideal,J,SI1,61.5,55.0,5728,7.03,7.06,4.33
0.52,Very Good,G,SI1,60.6,61.0,1161,5.17,5.19,3.14
1.01,Ideal,G,VS2,62.7,56.0,6108,6.43,6.39,4.02
1.06,Ideal,E,VS1,62.1,57.0,8567,6.52,6.49,4.04
0.35,Very Good,G,VS1,61.5,60.0,676,4.51,4.57,2.79
0.32,Ideal,E,VS2,62.0,57.0,702,4.37,4.41,2.72
0.3,Premium,H,VVS1,62.2,58.0,878,4.29,4.26,2.66
1.11,Ideal,D,VVS2,63.0,57.0,12016,6.58,6.65,4.17
0.4,Ideal,I,VS1,62.0,54.0,828,4.72,4.75,2.94
0.31,Ideal,I,VS2,61.4,55.0,452,4.35,4.41,2.69
0.37,Ideal,H,VVS1,61.4,55.0,815,4.64,4.67,2.86
1.01,Premium,F,SI2,60.0,59.0,3897,6.47,6.41,3.86
1.02,Premium,F,SI2,61.0,58.0,4043,6.49,6.52,3.97
0.3,Ideal,E,VVS1,62.5,54.0,979,4.32,4.29,2.69
1.16,Premium,D,SI2,62.5,60.0,5136,6.7,6.64,4.17
1.11,Ideal,E,SI1,61.1,57.0,6800,6.64,6.72,4.08
1.0,Premium,F,VVS1,61.0,60.0,9901,6.43,6.39,3.91
0.31,Ideal,G,VVS1,62.1,53.0,789,4.36,4.4,2.72
0.7,Ideal,E,SI1,61.8,56.0,2576,5.72,5.68,3.52
0.41,Premium,E,SI2,61.9,55.0,876,4.8,4.77,2.96
0.31,Ideal,D,SI1,61.0,57.0,571,4.38,4.41,2.68
0.3,Ideal,G,VS2,61.6,58.0,545,4.27,4.3,2.64
1.02,Premium,H,VS2,61.0,58.0,5666,6.56,6.49,3.98
3.0,Good,J,SI2,59.3,64.0,14918,9.32,9.19,5.5
1.59,Premium,J,VS2,62.6,59.0,7953,7.45,7.43,4.66
0.24,Very Good,E,VVS2,64.0,56.0,485,3.94,3.97,2.53
1.04,Ideal,H,SI2,60.3,57.0,4323,6.54,6.59,3.96
0.39,Very Good,D,VVS1,63.0,60.0,1092,4.61,4.63,2.91
0.31,Very Good,E,SI1,58.7,60.0,507,4.45,4.48,2.62
0.56,Premium,H,VS1,60.1,58.0,1585,5.4,5.35,3.23
0.52,Very Good,G,SI1,61.1,56.0,1311,5.19,5.23,3.18
0.9,Good,F,SI1,63.6,59.0,3881,6.12,6.07,3.88
1.01,Premium,H,VS2,62.4,58.0,4769,6.42,6.36,3.99
1.4,Premium,H,SI1,62.4,57.0,8223,7.19,7.11,4.46
0.39,Ideal,G,IF,61.7,55.0,1154,4.68,4.72,2.9
0.3,Good,D,VS2,63.6,54.0,521,4.26,4.32,2.73
1.27,Very Good,H,VS2,59.2,58.0,7176,7.07,7.15,4.21
1.01,Premium,F,SI2,59.6,59.0,4197,6.59,6.52,3.91
0.26,Ideal,E,VS1,62.1,56.0,556,4.09,4.12,2.55
0.3,Ideal,G,VVS1,61.9,55.0,976,4.32,4.34,2.68
1.3,Ideal,F,VVS2,62.1,55.0,12629,6.96,7.04,4.35
0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93
2.05,Premium,J,VS1,60.1,58.0,14411,8.19,8.25,4.94
0.8,Ideal,H,VS1,63.1,58.0,3111,5.89,5.96,3.74
1.06,Ideal,G,SI1,62.0,57.0,5342,6.54,6.5,4.04
0.31,Ideal,F,VS2,60.8,56.0,802,4.41,4.38,2.67
1.5,Good,I,I1,62.6,63.0,4620,7.19,7.25,4.52
0.31,Premium,E,VS2,60.6,59.0,872,4.39,4.36,2.65
0.31,Ideal,E,VS2,62.6,56.0,872,4.33,4.3,2.7
1.0,Premium,G,VS2,61.9,58.0,6160,6.45,6.41,3.98
0.79,Very Good,D,VS1,58.8,60.0,3798,6.03,6.08,3.56
0.38,Ideal,G,VS2,61.5,57.0,840,4.66,4.68,2.87
0.57,Premium,F,SI2,60.7,59.0,1746,5.38,5.33,3.25
0.33,Premium,I,SI1,60.4,59.0,557,4.54,4.5,2.73
0.77,Premium,E,SI2,61.3,55.0,2723,5.9,5.85,3.6
1.06,Very Good,E,IF,62.7,58.0,11518,6.48,6.54,4.08
0.52,Very Good,H,VS2,62.0,57.0,1289,5.08,5.12,3.16
0.3,Ideal,H,SI1,61.7,56.0,465,4.33,4.35,2.68
0.91,Premium,G,SI2,61.3,60.0,3363,6.2,6.17,3.79
0.6,Ideal,F,VS2,61.9,55.0,1875,5.43,5.46,3.37
0.34,Premium,D,SI1,59.7,59.0,803,4.57,4.54,2.72
0.9,Premium,D,SI1,62.2,60.0,4612,6.14,6.08,3.8
0.41,Good,J,VS1,63.7,56.0,830,4.71,4.68,2.99
0.32,Ideal,H,VS2,62.0,55.0,505,4.38,4.4,2.72
0.23,Very Good,E,VVS2,62.4,59.0,530,3.91,3.94,2.45
0.57,Ideal,F,VVS1,62.3,55.0,2555,5.31,5.32,3.31
1.23,Premium,H,VS1,61.1,58.0,7577,6.91,6.86,4.21
0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65
0.4,Premium,E,VS2,62.0,58.0,1038,4.73,4.69,2.92
0.31,Ideal,D,VS2,61.2,55.0,942,4.42,4.37,2.69
1.01,Premium,F,VVS2,61.8,55.0,8688,6.45,6.36,3.96
0.23,Very Good,D,VS2,61.6,58.0,402,3.96,3.99,2.45
0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66
0.41,Ideal,F,VVS1,60.7,56.0,1295,4.81,4.85,2.93
0.32,Very Good,D,VS2,61.8,57.0,758,4.35,4.36,2.69
0.71,Very Good,J,VS1,63.3,55.0,1981,5.66,5.62,3.57
0.74,Ideal,I,VS1,62.0,56.0,2947,5.79,5.82,3.6
0.73,Very Good,F,VS1,61.8,59.0,2843,5.73,5.79,3.56
0.34,Premium,G,SI2,62.8,59.0,574,4.47,4.45,2.8
0.7,Good,H,SI1,65.0,57.0,2117,5.52,5.59,3.61
0.37,Ideal,F,VVS1,59.2,57.0,1342,4.71,4.75,2.8
1.58,Ideal,J,VVS1,61.5,56.0,10357,7.48,7.5,4.61
0.31,Very Good,G,VVS1,59.9,62.0,816,4.35,4.37,2.61
0.4,Premium,D,VS2,61.7,59.0,1050,4.76,4.73,2.93
0.7,Ideal,I,SI1,60.8,59.0,2083,5.74,5.78,3.5
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
0.42,Premium,E,VS1,62.2,59.0,1105,4.76,4.79,2.97
1.33,Premium,G,VS1,62.7,58.0,9876,7.01,6.96,4.38
0.91,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89
1.06,Very Good,G,VS1,63.4,57.0,6595,6.48,6.45,4.1
1.14,Premium,F,SI2,60.8,58.0,5008,6.79,6.74,4.11
0.3,Ideal,G,IF,61.8,57.0,844,4.28,4.31,2.65
0.9,Very Good,H,SI2,61.1,63.0,3160,6.12,6.19,3.76
1.75,Good,D,SI1,63.8,57.0,12918,7.63,7.53,4.84
0.41,Ideal,F,VS1,60.8,56.0,1007,4.76,4.79,2.92
0.32,Ideal,F,VVS1,62.0,56.0,867,4.37,4.41,2.72
0.52,Ideal,H,SI2,61.5,56.0,1035,5.17,5.21,3.19
2.02,Ideal,G,SI2,61.7,57.0,17265,8.15,8.1,5.01
1.53,Very Good,I,SI1,63.1,56.0,7797,7.32,7.26,4.6
0.23,Very Good,E,VS2,60.8,58.0,402,3.97,4.05,2.44
1.24,Very Good,E,VS1,59.9,61.0,10202,6.96,6.99,4.18
1.09,Ideal,G,VS2,62.8,57.0,7292,6.54,6.58,4.12
0.34,Premium,H,VS2,59.0,59.0,689,4.61,4.55,2.7
1.25,Very Good,J,VS1,60.4,60.0,5628,6.99,7.08,4.25
1.01,Good,G,VS2,63.9,54.0,5701,6.37,6.31,4.05
0.72,Ideal,J,VS2,60.8,59.0,1904,5.76,5.81,3.52
1.52,Very Good,H,VS1,59.8,57.0,10497,7.47,7.55,4.49
0.37,Premium,G,VS2,61.3,60.0,649,4.6,4.63,2.83
1.13,Premium,E,SI2,59.4,62.0,4040,6.83,6.78,4.04
2.18,Ideal,I,SI1,61.2,56.0,15646,8.39,8.51,5.17
0.32,Very Good,G,VVS1,60.9,61.0,842,4.37,4.4,2.67
1.01,Ideal,G,SI2,59.5,57.0,4079,6.56,6.59,3.91
0.71,Ideal,I,VS1,60.9,55.0,2525,5.8,5.81,3.53
0.31,Premium,D,SI1,62.0,58.0,571,4.3,4.35,2.68
0.7,Very Good,E,SI1,61.8,59.0,2923,5.63,5.69,3.5
0.71,Ideal,I,VVS1,62.4,57.0,2530,5.67,5.71,3.55
0.72,Very Good,H,SI1,60.3,55.0,2505,5.84,5.85,3.52
0.32,Ideal,E,VVS2,61.2,57.0,729,4.38,4.41,2.69
1.51,Ideal,I,SI1,59.4,61.0,8396,7.52,7.46,4.45
1.25,Premium,G,VVS1,62.0,58.0,7389,6.96,6.87,4.29
1.33,Premium,H,VS2,59.9,60.0,6614,7.13,7.09,4.26
1.5,Good,F,I1,63.7,59.0,3864,7.29,7.18,4.62
0.62,Ideal,G,IF,60.5,57.0,2868,5.52,5.56,3.35
0.41,Premium,E,SI1,61.3,58.0,755,4.76,4.8,2.93
0.27,Ideal,E,VVS2,62.5,57.0,622,4.1,4.13,2.57
0.71,Fair,H,SI1,65.1,55.0,2049,5.69,5.65,3.69
2.29,Very Good,H,SI2,63.4,57.0,11502,8.4,8.33,5.3
1.5,Fair,H,VS1,61.7,60.0,11007,7.37,7.27,4.52
0.37,Premium,F,SI2,60.2,60.0,624,4.7,4.6,2.8
0.77,Very Good,G,SI1,63.0,59.0,2670,5.82,5.84,3.67
0.34,Premium,I,SI1,61.7,56.0,589,4.54,4.51,2.79
1.02,Ideal,F,SI2,61.6,56.0,4684,6.52,6.49,4.01
1.01,Very Good,E,SI1,62.1,56.0,5461,6.43,6.48,4.01
0.3,Premium,E,VS2,62.9,58.0,844,4.24,4.22,2.66
0.3,Good,H,VVS2,63.7,55.0,605,4.24,4.27,2.71
1.08,Fair,E,SI1,53.8,63.0,4790,6.99,6.81,3.71
0.71,Ideal,D,SI2,61.6,56.0,2690,5.78,5.82,3.57
0.51,Premium,F,SI1,59.4,61.0,1349,5.26,5.21,3.11
1.22,Premium,I,VS2,62.9,58.0,5649,6.8,6.75,4.26
0.72,Ideal,F,SI2,62.0,57.0,2359,5.72,5.76,3.56
0.31,Premium,J,VS2,62.5,60.0,380,4.31,4.36,2.71
2.0,Very Good,H,SI2,59.7,61.0,15312,8.15,8.2,4.88
0.34,Ideal,E,IF,61.7,56.0,1243,4.48,4.46,2.76
0.24,Ideal,F,VS2,61.8,57.0,408,3.97,3.99,2.46
0.7,Good,F,SI1,63.1,56.0,2127,5.63,5.66,3.56
0.32,Very Good,F,VVS2,63.0,56.0,721,4.37,4.39,2.76
1.0,Very Good,E,SI1,59.6,60.0,5351,6.43,6.48,3.85
0.91,Premium,D,SI2,61.5,56.0,4051,6.27,6.22,3.84
0.23,Very Good,F,VVS2,60.0,57.0,530,4.0,4.04,2.41
0.7,Ideal,E,SI1,61.9,56.0,3330,5.7,5.73,3.54
0.98,Ideal,F,SI1,62.7,55.0,4950,6.37,6.27,3.96
0.55,Premium,G,VS1,62.0,57.0,1881,5.3,5.25,3.27
0.33,Ideal,F,VS2,62.3,56.0,854,4.45,4.41,2.76
0.27,Ideal,E,VVS1,61.7,57.0,846,4.16,4.14,2.56
0.29,Very Good,G,VVS2,62.2,55.0,541,4.24,4.27,2.64
0.7,Very Good,F,VS2,63.9,59.0,2552,5.56,5.61,3.57
1.0,Very Good,E,VS1,63.2,55.0,7532,6.34,6.29,3.99
0.34,Premium,E,VS2,62.8,58.0,956,4.45,4.43,2.79
0.31,Ideal,F,IF,62.3,57.0,874,4.3,4.34,2.69
0.31,Very Good,G,VVS2,62.6,57.0,707,4.29,4.33,2.7
1.0,Premium,F,SI2,61.5,58.0,4255,6.38,6.41,3.93
0.51,Premium,D,VS2,58.0,60.0,1928,5.29,5.26,3.06
1.01,Good,G,SI2,59.2,65.0,4047,6.35,6.41,3.78
0.52,Ideal,G,VVS2,61.6,54.0,1958,5.17,5.22,3.2
1.53,Premium,G,I1,62.8,58.0,6183,7.39,7.28,4.61
0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58
1.51,Premium,F,VS1,62.7,59.0,13134,7.31,7.23,4.56
1.24,Ideal,D,VVS2,61.5,57.0,14737,6.88,6.94,4.25
0.31,Premium,E,VVS2,61.3,60.0,816,4.33,4.35,2.66
1.01,Premium,F,VS2,61.3,61.0,6271,6.38,6.34,3.9
1.0,Good,G,SI2,57.4,60.0,3941,6.63,6.53,3.78
0.31,Ideal,D,SI1,61.2,57.0,533,4.34,4.38,2.67
0.73,Ideal,J,VVS2,61.2,56.0,2482,5.81,5.85,3.57
0.51,Good,F,SI1,63.8,56.0,1220,5.04,5.08,3.23
0.35,Ideal,I,VS1,62.1,54.0,571,4.54,4.57,2.83
0.51,Good,H,VS2,64.1,54.0,1195,5.02,5.0,3.21
1.02,Premium,E,I1,60.4,62.0,3519,6.52,6.47,3.92
0.7,Very Good,F,I1,63.2,61.0,1736,5.57,5.48,3.49
0.52,Ideal,G,VVS2,61.7,55.0,2338,5.21,5.23,3.22
1.03,Ideal,D,SI1,61.9,57.0,6250,6.52,6.54,4.04
2.0,Premium,E,SI2,61.8,56.0,18426,8.12,8.05,5.0
0.57,Very Good,E,VS1,59.1,57.0,2008,5.43,5.5,3.23
0.71,Very Good,F,VVS2,62.0,56.0,3612,5.71,5.74,3.55
0.5,Premium,F,VS2,62.7,59.0,1436,5.05,5.09,3.18
1.16,Premium,J,SI1,62.5,58.0,4222,6.73,6.67,4.19
0.7,Ideal,D,VS1,61.4,57.0,4323,5.71,5.76,3.52
0.66,Good,H,VS1,59.9,60.3,1832,5.61,5.67,3.37
0.52,Ideal,D,VS2,61.8,57.0,1919,5.2,5.16,3.2
0.31,Ideal,E,VVS1,62.3,57.0,936,4.32,4.35,2.7
0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44
1.02,Ideal,H,SI2,62.4,55.0,4870,6.41,6.46,4.02
0.24,Very Good,F,VVS1,60.6,60.0,478,4.03,4.06,2.45
0.36,Ideal,G,IF,62.2,53.0,1029,4.59,4.61,2.86
0.43,Premium,F,SI1,61.3,60.0,792,4.83,4.86,2.97
1.52,Premium,H,SI1,62.0,60.0,7559,7.36,7.28,4.54
0.4,Ideal,H,SI1,62.2,55.0,1031,4.72,4.76,2.95
0.9,Good,G,VS2,64.0,59.0,3801,6.04,6.08,3.88
0.3,Ideal,H,VS1,61.6,55.0,526,4.27,4.3,2.64
1.05,Premium,G,SI2,61.7,56.0,4116,6.57,6.53,4.04
1.06,Very Good,F,SI1,63.4,58.0,5520,6.51,6.42,4.1
0.93,Very Good,G,SI2,62.7,57.0,3738,6.21,6.26,3.91
0.36,Ideal,D,VS1,62.8,55.0,1018,4.55,4.52,2.85
1.02,Good,D,SI2,58.9,65.0,3773,6.54,6.59,3.87
0.81,Good,H,SI1,65.0,56.0,2599,5.85,5.88,3.81
0.56,Very Good,G,VS2,63.4,58.0,1590,5.23,5.28,3.33
0.39,Very Good,F,VS2,62.1,59.0,716,4.69,4.71,2.92
0.34,Ideal,G,VS2,61.5,56.0,765,4.5,4.47,2.76
0.5,Fair,F,VS2,64.6,58.0,1323,5.01,4.99,3.23
0.9,Premium,H,SI2,59.2,60.0,3326,6.3,6.24,3.71
1.0,Ideal,J,VS1,62.3,56.0,4144,6.43,6.38,3.99
0.3,Ideal,G,VVS1,62.6,55.0,753,4.27,4.32,2.69
1.01,Premium,E,SI1,62.8,59.0,5515,6.45,6.41,4.04
0.51,Premium,F,VVS2,62.3,58.0,2056,5.1,5.08,3.17
2.01,Ideal,I,SI1,62.4,54.0,12617,8.04,7.96,5.0
0.57,Premium,E,VS2,62.9,57.0,1672,5.29,5.24,3.31
0.32,Ideal,G,IF,61.9,55.0,918,4.38,4.44,2.73
0.73,Ideal,G,VS1,60.9,59.0,3459,5.79,5.83,3.54
0.3,Ideal,F,VS1,61.4,56.0,658,4.33,4.37,2.67
1.12,Ideal,H,SI2,63.6,56.0,5331,6.68,6.54,4.19
0.5,Ideal,E,VS2,62.8,57.0,1746,5.12,5.04,3.19
1.51,Very Good,H,SI1,63.3,57.0,10053,7.23,7.34,4.61
0.52,Very Good,F,SI1,63.7,58.0,1267,5.11,5.13,3.26
0.33,Ideal,G,VS2,62.0,57.0,579,4.44,4.47,2.76
0.32,Ideal,D,VS2,61.9,55.0,758,4.41,4.44,2.74
0.5,Very Good,F,SI1,62.7,59.0,1250,5.04,5.07,3.17
0.35,Ideal,E,VS2,61.6,57.0,744,4.53,4.56,2.8
2.01,Very Good,H,SI2,63.4,56.0,12829,8.09,7.99,5.1
0.52,Ideal,F,VVS1,61.2,56.0,2867,5.21,5.19,3.18
0.31,Ideal,E,VS2,62.8,57.0,872,4.37,4.33,2.73
0.32,Premium,D,SI1,60.9,60.0,756,4.41,4.39,2.68
0.31,Ideal,G,VVS2,62.6,57.0,907,4.33,4.29,2.7
2.01,Premium,D,SI2,62.7,58.0,16776,8.06,7.99,5.03
0.5,Ideal,F,VVS2,60.5,56.0,2210,5.15,5.09,3.1
1.2,Ideal,E,VVS1,60.1,61.0,15185,6.83,6.91,4.13
0.43,Good,E,SI1,60.6,61.0,723,4.96,4.98,3.01
0.32,Ideal,D,VVS2,61.7,55.0,790,4.39,4.42,2.72
0.4,Premium,F,SI1,62.6,59.0,737,4.68,4.74,2.95
1.71,Good,D,SI1,64.1,59.0,14426,7.51,7.46,4.8
0.9,Premium,F,SI2,58.0,57.0,3704,6.41,6.34,3.7
0.9,Good,I,SI1,63.0,53.0,3196,6.08,6.15,3.85
1.0,Very Good,J,SI1,61.9,62.0,3465,6.33,6.36,3.93
0.32,Ideal,D,SI1,61.3,57.0,756,4.41,4.37,2.69
0.36,Ideal,G,VS1,61.6,56.0,932,4.59,4.56,2.82
1.01,Premium,D,VS1,61.8,54.0,8201,6.44,6.38,3.96
0.41,Very Good,E,VS1,62.8,58.0,1079,4.7,4.72,2.96
0.52,Premium,F,VS2,62.2,58.0,1600,5.12,5.17,3.2
1.27,Ideal,J,SI2,62.6,57.0,4779,6.88,6.85,4.3
0.38,Ideal,G,SI1,61.5,55.0,695,4.66,4.68,2.87
0.71,Premium,H,VS2,62.8,56.0,2531,5.75,5.68,3.59
0.91,Very Good,F,SI2,61.4,60.0,3726,6.13,6.16,3.77
0.56,Ideal,H,VVS1,62.3,55.0,1882,5.3,5.26,3.29
1.25,Very Good,F,SI2,58.0,63.0,5851,7.16,7.06,4.13
1.54,Premium,E,VS2,62.7,58.0,15178,7.33,7.37,4.61
1.08,Ideal,F,VS2,61.0,57.0,7923,6.68,6.61,4.06
0.32,Very Good,E,VVS1,59.0,61.0,748,4.44,4.47,2.63
1.06,Premium,D,VS2,62.3,59.0,7541,6.48,6.52,4.05
1.09,Ideal,F,SI2,61.6,55.0,5143,6.59,6.65,4.08
0.32,Ideal,G,VS2,59.8,57.0,720,4.46,4.43,2.66
0.31,Premium,H,IF,61.0,58.0,1046,4.38,4.34,2.66
0.38,Ideal,I,SI2,61.6,56.0,554,4.65,4.67,2.87
0.36,Ideal,F,SI2,61.2,56.0,450,4.61,4.64,2.83
0.36,Very Good,E,SI1,61.3,56.0,631,4.58,4.62,2.82
2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04
0.54,Ideal,D,VS2,60.9,56.0,1763,5.3,5.27,3.22
0.7,Very Good,G,VS1,62.5,58.0,2437,5.63,5.69,3.54
0.51,Very Good,E,SI1,63.3,59.0,1402,5.09,5.05,3.21
0.26,Very Good,D,VVS2,62.4,54.0,554,4.08,4.13,2.56
2.07,Very Good,J,VS2,61.3,56.0,13495,8.16,8.2,5.02
1.08,Ideal,E,SI2,61.7,57.0,5080,6.6,6.55,4.06
0.3,Ideal,F,SI1,62.3,55.0,475,4.29,4.31,2.68
0.31,Ideal,G,IF,61.7,55.0,891,4.36,4.39,2.7
0.45,Ideal,I,VS1,62.1,55.0,825,4.9,4.92,3.05
1.47,Very Good,J,VS2,62.5,59.0,6763,7.18,7.23,4.5
0.4,Very Good,D,VS2,61.6,59.0,881,4.7,4.75,2.91
0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86
0.75,Ideal,D,SI1,62.3,55.0,2898,5.83,5.8,3.62
0.71,Very Good,D,SI1,63.1,56.0,2508,5.66,5.62,3.56
